Location,Invasive,Num_Location,Cage_Number,Block,Trophic_Treatment,Plant,Biomass,Goldenrod_StemHeight,Goldenrod_StemCount,Mugwort_StemHeight,Mugwort_StemCount,Grasshopper_Start,Grasshopper_End,Grasshopper_Avg,Temp_MeanDaily,Temp_MeanMax
WaterProp,Mixed,1,1,1,Herbivore,Other,15,56.94,3,43.26,16,5,0,2.5,21.094,29.15
WaterProp,Mixed,2,2,1,Plant,Other,6.8,39.67,3,34.77,12,0,0,0,21.094,29.15
WaterProp,Mixed,3,3,1,Predator,Other,50.7,46.51,8,58.21,3,5,0,2.5,21.094,29.15
WaterProp,Mixed,4,4,2,Predator,Other,23.7,61.59,4,49.08,7,5,0,2.5,21.094,29.15
WaterProp,Mixed,5,5,2,Plant,Other,26.7,35.56,2,63.99,9,0,0,0,21.094,29.15
WaterProp,Mixed,6,6,2,Herbivore,Other,11.6,35.56,3,39.28,7,5,0,2.5,21.094,29.15
WaterProp,Mixed,7,7,3,Herbivore,Other,77.4,58.9,4,53.69,11,5,0,2.5,21.094,29.15
WaterProp,Mixed,8,8,3,Predator,Other,2.1,0,0,47.43,10,5,1,3,21.094,29.15
WaterProp,Mixed,9,9,3,Plant,Other,23.8,54,1,50.57,11,0,0,0,21.094,29.15
WaterProp,Mixed,10,10,4,Plant,Other,1.6,45.08,1,50.16,10,0,0,0,21.094,29.15
WaterProp,Mixed,11,11,4,Herbivore,Other,11.3,23.49,2,31.43,4,5,0,2.5,21.094,29.15
WaterProp,Mixed,12,12,4,Predator,Other,23.7,63.5,6,57.33,14,5,0,2.5,21.094,29.15
WaterProp,Mixed,13,13,5,Herbivore,Other,14,64.86,7,69.37,12,5,0,2.5,21.094,29.15
WaterProp,Mixed,14,14,5,Plant,Other,2.7,72.39,2,84.88,9,0,0,0,21.094,29.15
WaterProp,Mixed,15,15,5,Predator,Other,10.7,55.88,4,51.91,4,5,0,2.5,21.094,29.15
WaterProp,Native,16,16,6,Herbivore,Other,17.5,29.84,2,0,0,5,2,3.5,21.094,29.15
WaterProp,Native,17,17,6,Plant,Other,41.6,29.05,4,0,0,0,0,0,21.094,29.15
WaterProp,Native,18,18,6,Predator,Other,54,42.54,2,0,0,5,0,2.5,21.094,29.15
WaterProp,Native,19,19,7,Plant,Other,28.4,42.54,2,0,0,0,0,0,21.094,29.15
WaterProp,Native,20,20,7,Predator,Other,13.1,37.11,9,0,0,5,0,2.5,21.094,29.15
WaterProp,Native,21,21,7,Herbivore,Other,18.4,32,5,0,0,5,0,2.5,21.094,29.15
WaterProp,Native,22,22,8,Plant,Other,33.3,45.72,4,0,0,0,0,0,21.094,29.15
WaterProp,Native,23,23,8,Predator,Other,51.9,28.1,4,0,0,5,0,2.5,21.094,29.15
WaterProp,Native,24,24,8,Herbivore,Other,32.7,33.27,5,0,0,5,1,3,21.094,29.15
WaterProp,Native,25,25,9,Predator,Other,35.5,32.48,7,0,0,5,1,3,21.094,29.15
WaterProp,Native,26,26,9,Herbivore,Other,39.3,32.26,5,0,0,5,2,3.5,21.094,29.15
WaterProp,Native,27,27,9,Plant,Other,28.3,37.65,7,0,0,0,0,0,21.094,29.15
WaterProp,Native,28,28,10,Herbivore,Other,13.6,43.74,8,0,0,5,0,2.5,21.094,29.15
WaterProp,Native,29,29,10,Plant,Other,12.4,34.03,12,0,0,0,0,0,21.094,29.15
WaterProp,Native,30,30,10,Predator,Other,35.4,31.83,8,0,0,5,0,2.5,21.094,29.15
WaterProp,Invasive,31,31,11,Predator,Other,0,0,0,75.4,15,5,1,3,21.094,29.15
WaterProp,Invasive,32,32,11,Plant,Other,0.5,0,0,64.51,17,0,0,0,21.094,29.15
WaterProp,Invasive,33,33,11,Herbivore,Other,0,0,0,45.67,12,5,0,2.5,21.094,29.15
WaterProp,Invasive,34,34,12,Plant,Other,0,0,0,46.21,9,0,0,0,21.094,29.15
WaterProp,Invasive,35,35,12,Predator,Other,0,0,0,47.34,9,5,0,2.5,21.094,29.15
WaterProp,Invasive,36,36,12,Herbivore,Other,3.3,0,0,60.52,10,5,0,2.5,21.094,29.15
WaterProp,Invasive,37,37,13,Herbivore,Other,3.2,0,0,52.7,13,5,0,2.5,21.094,29.15
WaterProp,Invasive,38,38,13,Plant,Other,1,0,0,51.59,8,0,0,0,21.094,29.15
WaterProp,Invasive,39,39,13,Predator,Other,3.6,0,0,37.46,12,5,0,2.5,21.094,29.15
WaterProp,Invasive,40,40,14,Predator,Other,0,0,0,48.61,9,5,0,2.5,21.094,29.15
WaterProp,Invasive,41,41,14,Herbivore,Other,1.8,0,0,36.51,10,5,0,2.5,21.094,29.15
WaterProp,Invasive,42,42,14,Plant,Other,0,0,0,47.43,10,0,0,0,21.094,29.15
WaterProp,Invasive,43,43,15,Herbivore,Other,0.7,0,0,59.05,12,5,0,2.5,21.094,29.15
WaterProp,Invasive,44,44,15,Plant,Other,1.3,0,0,66.04,11,0,0,0,21.094,29.15
WaterProp,Invasive,45,45,15,Predator,Other,4.1,0,0,56.2,16,5,0,2.5,21.094,29.15
Flanders,Mixed,1,46,16,Herbivore,Other,45.9,33.02,8,43.66,4,5,1,3,21.065,31.83
Flanders,Mixed,2,47,16,Plant,Other,12.9,24.91,9,29.28,9,0,0,0,21.065,31.83
Flanders,Mixed,3,48,16,Predator,Other,31.4,41.02,5,34.92,5,5,1,3,21.065,31.83
Flanders,Mixed,4,49,17,Predator,Other,5.9,35.56,10,33.91,10,5,0,2.5,21.065,31.83
Flanders,Mixed,5,50,17,Plant,Other,1.7,30.69,12,35.05,10,0,0,0,21.065,31.83
Flanders,Mixed,6,51,17,Herbivore,Other,48.5,43.5,6,39.69,12,5,0,2.5,21.065,31.83
Flanders,Mixed,7,52,18,Plant,Other,14.3,26.67,4,35,8,0,0,0,21.065,31.83
Flanders,Mixed,8,53,18,Predator,Other,50.1,31.11,3,34.66,12,5,0,2.5,21.065,31.83
Flanders,Mixed,9,54,18,Herbivore,Other,27.7,24.76,6,28.48,7,5,0,2.5,21.065,31.83
Flanders,Mixed,10,55,19,Predator,Other,10.6,18.6,7,23.78,9,5,0,2.5,21.065,31.83
Flanders,Mixed,11,56,19,Plant,Other,9.3,23.85,7,21.4,10,0,0,0,21.065,31.83
Flanders,Mixed,12,57,19,Herbivore,Other,12.1,21.75,8,18.03,10,5,0,2.5,21.065,31.83
Flanders,Mixed,13,58,20,Herbivore,Other,0.9,22.08,9,23.49,6,5,0,2.5,21.065,31.83
Flanders,Mixed,14,59,20,Plant,Other,4.8,24.13,12,32,1,0,0,0,21.065,31.83
Flanders,Mixed,15,60,20,Predator,Other,32.3,25.96,9,22.86,2,5,2,3.5,21.065,31.83
Flanders,Native,16,61,21,Plant,Other,3.1,69.35,14,0,0,0,0,0,21.065,31.83
Flanders,Native,17,62,21,Predator,Other,3.4,65.4,12,0,0,5,0,2.5,21.065,31.83
Flanders,Native,18,63,21,Herbivore,Other,0,69.12,7,0,0,5,1,3,21.065,31.83
Flanders,Native,19,64,22,Herbivore,Other,63.5,66.2,4,0,0,5,0,2.5,21.065,31.83
Flanders,Native,20,65,22,Predator,Other,4.7,58.81,13,0,0,5,0,2.5,21.065,31.83
Flanders,Native,21,66,22,Plant,Other,12.6,70.52,21,0,0,0,0,0,21.065,31.83
Flanders,Native,22,67,23,Plant,Other,6.2,58.53,12,0,0,0,0,0,21.065,31.83
Flanders,Native,23,68,23,Predator,Other,19.1,59.89,13,0,0,5,0,2.5,21.065,31.83
Flanders,Native,24,69,23,Herbivore,Other,10.3,56.68,19,0,0,5,0,2.5,21.065,31.83
Flanders,Native,25,70,24,Plant,Other,21.9,50.32,29,0,0,0,0,0,21.065,31.83
Flanders,Native,26,71,24,Herbivore,Other,10.1,72.14,10,0,0,5,0,2.5,21.065,31.83
Flanders,Native,27,72,24,Predator,Other,1.8,76.02,18,0,0,5,0,2.5,21.065,31.83
Flanders,Native,28,73,25,Plant,Other,2.8,62.23,20,0,0,0,0,0,21.065,31.83
Flanders,Native,29,74,25,Herbivore,Other,14.2,56.28,16,0,0,5,0,2.5,21.065,31.83
Flanders,Native,30,75,25,Predator,Other,8.6,71.37,18,0,0,5,0,2.5,21.065,31.83
Flanders,Invasive,31,76,26,Predator,Other,3,0,0,97.25,7,5,0,2.5,21.065,31.83
Flanders,Invasive,32,77,26,Plant,Other,9.6,0,0,72.82,19,0,0,0,21.065,31.83
Flanders,Invasive,33,78,26,Herbivore,Other,10.2,0,0,59.64,12,5,0,2.5,21.065,31.83
Flanders,Invasive,34,79,27,Herbivore,Other,2,0,0,76.76,8,5,0,2.5,21.065,31.83
Flanders,Invasive,35,80,27,Plant,Other,3.4,0,0,83.12,10,0,0,0,21.065,31.83
Flanders,Invasive,36,81,27,Predator,Other,16.9,0,0,82.3,10,5,0,2.5,21.065,31.83
Flanders,Invasive,37,82,28,Plant,Other,7.9,0,0,76.06,9,0,0,0,21.065,31.83
Flanders,Invasive,38,83,28,Predator,Other,2.7,0,0,67.94,10,5,0,2.5,21.065,31.83
Flanders,Invasive,39,84,28,Herbivore,Other,9.5,0,0,63.18,14,5,0,2.5,21.065,31.83
Flanders,Invasive,40,85,29,Plant,Other,2.4,0,0,70.59,6,0,0,0,21.065,31.83
Flanders,Invasive,41,86,29,Herbivore,Other,7.4,0,0,54.34,7,5,0,2.5,21.065,31.83
Flanders,Invasive,42,87,29,Predator,Other,6.6,0,0,52.63,17,5,0,2.5,21.065,31.83
Flanders,Invasive,43,88,30,Plant,Other,9.8,0,0,51.82,10,0,0,0,21.065,31.83
Flanders,Invasive,44,89,30,Herbivore,Other,15.9,0,0,78.81,9,5,0,2.5,21.065,31.83
Flanders,Invasive,45,90,30,Predator,Other,1.9,0,0,70.48,9,5,3,4,21.065,31.83
Wallingford,Mixed,1,91,31,Herbivore,Other,7.3,64.35,9,60.27,11,5,0,2.5,20.888,30.024
Wallingford,Mixed,2,92,31,Predator,Other,18.1,78.35,13,62.86,7,5,1,3,20.888,30.024
Wallingford,Mixed,3,93,31,Plant,Other,19.7,83.84,8,47.62,7,0,0,0,20.888,30.024
Wallingford,Mixed,4,94,32,Predator,Other,10.8,69.21,4,63.16,13,5,0,2.5,20.888,30.024
Wallingford,Mixed,5,95,32,Plant,Other,8.7,70.75,12,70.01,8,0,0,0,20.888,30.024
Wallingford,Mixed,6,96,32,Herbivore,Other,2.2,86.71,9,68.62,15,5,0,2.5,20.888,30.024
Wallingford,Mixed,7,97,33,Predator,Other,13.1,87.42,3,72.07,10,5,0,2.5,20.888,30.024
Wallingford,Mixed,8,98,33,Plant,Other,38.2,83.98,5,56.01,4,0,0,0,20.888,30.024
Wallingford,Mixed,9,99,33,Herbivore,Other,36.9,56.45,10,48.13,5,5,0,2.5,20.888,30.024
Wallingford,Mixed,10,100,34,Herbivore,Other,15.5,60.85,6,46.14,12,5,0,2.5,20.888,30.024
Wallingford,Mixed,11,101,34,Predator,Other,2.5,68.37,6,65.64,16,5,1,3,20.888,30.024
Wallingford,Mixed,12,102,34,Plant,Other,10.1,63.71,3,73.56,13,0,0,0,20.888,30.024
Wallingford,Mixed,13,103,35,Predator,Other,8.4,68.86,9,62.48,10,5,1,3,20.888,30.024
Wallingford,Mixed,14,104,35,Herbivore,Other,4.7,86.36,3,67.46,13,5,0,2.5,20.888,30.024
Wallingford,Mixed,15,105,35,Plant,Other,37.1,86.11,5,66.96,11,0,0,0,20.888,30.024
Wallingford,Native,16,106,36,Predator,Other,13.2,73.27,18,0,0,5,0,2.5,20.888,30.024
Wallingford,Native,17,107,36,Herbivore,Other,9.6,67.89,11,0,0,5,0,2.5,20.888,30.024
Wallingford,Native,18,108,36,Plant,Other,41.7,71.4,9,0,0,0,0,0,20.888,30.024
Wallingford,Native,19,109,37,Predator,Other,31,89.53,15,0,0,5,1,3,20.888,30.024
Wallingford,Native,20,110,37,Plant,Other,16.2,67.64,19,0,0,0,0,0,20.888,30.024
Wallingford,Native,21,111,37,Herbivore,Other,17.3,65.02,18,0,0,5,0,2.5,20.888,30.024
Wallingford,Native,22,112,38,Plant,Other,11.3,70.89,19,0,0,0,0,0,20.888,30.024
Wallingford,Native,23,113,38,Predator,Other,43,73.41,10,0,0,5,2,3.5,20.888,30.024
Wallingford,Native,24,114,38,Herbivore,Other,33.3,86.29,9,0,0,5,0,2.5,20.888,30.024
Wallingford,Native,25,115,39,Predator,Other,16.4,78.98,8,0,0,5,2,3.5,20.888,30.024
Wallingford,Native,26,116,39,Plant,Other,19.2,86.68,12,0,0,0,0,0,20.888,30.024
Wallingford,Native,27,117,39,Herbivore,Other,12.2,73.87,9,0,0,5,0,2.5,20.888,30.024
Wallingford,Native,28,118,40,Plant,Other,37.6,85.68,13,0,0,0,0,0,20.888,30.024
Wallingford,Native,29,119,40,Herbivore,Other,28.7,92.31,8,0,0,5,0,2.5,20.888,30.024
Wallingford,Native,30,120,40,Predator,Other,13.4,78.6,18,0,0,5,0,2.5,20.888,30.024
Wallingford,Invasive,31,121,41,Herbivore,Other,1,0,0,73.2,18,5,2,3.5,20.888,30.024
Wallingford,Invasive,32,122,41,Predator,Other,3.5,0,0,79.55,18,5,0,2.5,20.888,30.024
Wallingford,Invasive,33,123,41,Plant,Other,0.3,0,0,68.07,21,0,0,0,20.888,30.024
Wallingford,Invasive,34,124,42,Predator,Other,0,0,0,77.83,16,5,1,3,20.888,30.024
Wallingford,Invasive,35,125,42,Plant,Other,3.9,0,0,79.57,20,0,0,0,20.888,30.024
Wallingford,Invasive,36,126,42,Herbivore,Other,0.8,0,0,78.23,15,5,2,3.5,20.888,30.024
Wallingford,Invasive,37,127,43,Predator,Other,7.8,0,0,81.35,26,5,1,3,20.888,30.024
Wallingford,Invasive,38,128,43,Herbivore,Other,2.4,0,0,84.19,17,5,0,2.5,20.888,30.024
Wallingford,Invasive,39,129,43,Plant,Other,4,0,0,81,18,0,0,0,20.888,30.024
Wallingford,Invasive,40,130,44,Plant,Other,1.2,0,0,78.55,17,0,0,0,20.888,30.024
Wallingford,Invasive,41,131,44,Predator,Other,4.7,0,0,81.83,22,5,0,2.5,20.888,30.024
Wallingford,Invasive,42,132,44,Herbivore,Other,0.7,0,0,76.91,19,5,0,2.5,20.888,30.024
Wallingford,Invasive,43,133,45,Herbivore,Other,0,0,0,81.16,16,5,0,2.5,20.888,30.024
Wallingford,Invasive,44,134,45,Plant,Other,0,0,0,82.17,20,0,0,0,20.888,30.024
Wallingford,Invasive,45,135,45,Predator,Other,0,0,0,78.18,17,5,0,2.5,20.888,30.024